"danceability","instrumentalness","liveness","valence","track.duration_ms","track.name","track.popularity","track.album.release_date","track.uri"
0.404,0.297,0.287,0.498,423840,"Layla - 40th Anniversary Version / 2010 Remastered",0,"1970-11-01","spotify:track:3k9i7UzeSUYWIfUZFeFDUd"
0.462,4.82e-06,0.946,0.765,262728,"Het Land Van - Live",1,"2005-11-24","spotify:track:2l8NsdEw2CS0vvd773OXLT"
0.714,1.27e-05,0.198,0.904,220946,"Sterrenstof",64,"2010-01-01","spotify:track:7D5vAulNfrQV6xEwzgH0OF"
0.564,0.000109,0.0845,0.124,276773,"Blauw",46,"1990-01-01","spotify:track:1jlphb2nyrZ76BIjSgdbcG"
0.491,0.131,0.0674,0.665,207733,"Rosalyn",42,"1992","spotify:track:6uhlalfG4T4MBSoiOdq2eh"
0.771,5.45e-06,0.114,0.183,195469,"Verleden Tijd",59,"2018-09-07","spotify:track:4kuexchmxuc5NXmokfo1WH"
0.519,0.000653,0.248,0.367,264706,"Blauwe Ruis",36,"2012-01-01","spotify:track:5hgu13Ao8fWJkdva1lItm6"
0.586,0.000555,0.133,0.388,244933,"Stil In Mij",60,"1995-04-18","spotify:track:3xOiF0xnt47PgOwprICudF"
0.551,0,0.181,0.417,233533,"Te min voor Anja",0,"2003","spotify:track:6dddpSJ2HmZY1yxBT3vGeW"
0.969,0,0.0617,0.792,211800,"Leipe Mocro Flavour",27,"2013-04-03","spotify:track:6jL9ED9K2PUNN8LHRktiPF"
0.692,0,0.122,0.915,197626,"Smoorverliefd",50,"2008-01-01","spotify:track:0OFLK8St1n4C9smb4s7CKX"
0.772,3.01e-06,0.214,0.875,203961,"Linde Met Een E",40,"2016-02-05","spotify:track:6FbY2AuMFUIE5A8rCxM4Lq"
0.606,0,0.255,0.639,242733,"Dromen Zijn Bedrog",58,"1994-01-01","spotify:track:2o4iWZOFE8kkl0tK66WADw"
0.756,0.00139,0.948,0.513,280080,"Zandloper",50,"2014-06-20","spotify:track:4zhSfChynhB1mIneEVOr1l"
0.691,0.035,0.11,0.468,232693,"Hilversum 3",42,"1998-01-01","spotify:track:72kwuUDDy3gJrOLvKsV8LZ"
0.27,0.00323,0.952,0.563,449840,"Mad Love's Comin' - Live",25,"1992-05-11","spotify:track:2nXq7Ufg0zD7YBXzbswian"
0.406,2.33e-06,0.958,0.154,295680,"In Nije Dei",41,"2004","spotify:track:0sn7dop3MyxuSj281NwxWF"
0.808,0.000931,0.152,0.81,229160,"Slapeloze Nachten",59,"2012-01-01","spotify:track:652hWPdOUIkKv3a4HJDzBv"
0.624,0,0.179,0.783,225493,"Het Regent Zonnestralen",57,"1998-09-21","spotify:track:2LGL71GENQR0oC9jMwTTZY"
0.612,1.05e-05,0.144,0.287,209493,"Over De Muur",58,"1987-01-01","spotify:track:5rAG0XusRfyLrzYV7A7lBL"
0.335,0.000986,0.0972,0.258,196373,"Annie uut de bochte",1,"2014-05-30","spotify:track:47N5Qo2rpIAyRJm0a8Jop5"
0.704,0,0.305,0.714,189514,"Miljonair (feat. SBMG, Lil' Kleine, Boef & Ronnie Flex)",58,"2018","spotify:track:77wz2VtAwxAwYOGTJrZBKT"
0.697,0,0.0949,0.885,192266,"'t Dondert En 't Bliksemt",52,"1997","spotify:track:5rgTXjUWeNTEJh578O7GCc"
0.825,0.609,0.0953,0.243,259102,"Sail",78,"2011","spotify:track:5xhQChGGhKLWqBqX4XhtYE"
0.78,0.00269,0.063,0.365,322133,"Another Day in Paradise - 2016 Remaster",76,"1989-11-20","spotify:track:1NCuYqMc8hKMb4cpNTcJbD"
0.316,0.00445,0.0912,0.299,269906,"House of the Rising Sun",76,"1987-10-19","spotify:track:4mn2kNTqiGLwaUR8JdhJ1l"
0.427,9.41e-06,0.447,0.351,181186,"Heist",46,"2006-05-16","spotify:track:1fE1nxRZtVKTdJMUYf7EOL"
0.621,1.51e-05,0.0591,0.968,235440,"Crocodile Rock",73,"1973-01-22","spotify:track:6WCeFNVAXUtNczb7lqLiZU"
0.692,0.109,0.1,0.561,266200,"Orinoco Flow - 2009 Remaster",66,"1988-09-05","spotify:track:4bQNusmmVudLxIiexglzh6"
0.569,0,0.114,0.609,186634,"I Write Sins Not Tragedies",76,"2005-09-27","spotify:track:4bPQs0PHn4xbipzdPfn6du"
0.84,1.15e-05,0.284,0.542,227600,"Intergalactic - Fuzzy Logic Remix",27,"1998-01-01","spotify:track:2deLU6K2PfKKe6lzbffTiZ"
0.7,0,0.0956,0.887,297586,"All Summer Long",75,"2007-10-09","spotify:track:5rX6C5QVvvZB7XckETNych"
0.58,0.000132,0.511,0.56,322666,"You Don't Fool Me",45,"1999-11-09","spotify:track:6DVF7xZCs6153tuM9NeyeG"
0.719,8.21e-06,0.12,0.786,237626,"Cool Kids",73,"2013-10-04","spotify:track:13P5rwmk2EsoFRIz9UCeh9"
0.599,0.000219,0.955,0.336,314786,"My Baby Just Cares For Me - Live",34,"2018-09-05","spotify:track:6tDrffTLYIk5afRh4aqhPW"
0.36,0.000671,0.11,0.316,487426,"Worn Down Piano",36,"2012-12-07","spotify:track:4E9ntN8iopopNuTKV0bKeY"
0.373,6.37e-05,0.815,0.46,183773,"Black Eyes",61,"2018-10-05","spotify:track:4HUqrGAZ5f0gHRor7z9BFc"
0.745,0.35,0.272,0.303,231920,"Seven Nation Army",3,"2003-04-01","spotify:track:3m6KkYKdnbffMpGd9Pm9FP"
0.427,0.000103,0.132,0.383,293440,"Crazy On You",68,"1975","spotify:track:5zH710lFSLtkHbMkslLDjR"
0.641,0.00278,0.186,0.719,324093,"The Ghost Of Macon Jones",32,"2018-09-21","spotify:track:6kqPxNCsODUHqipFNYYNZL"
0.622,0.00014,0.0575,0.724,235600,"Pressure",0,"2018-09-27","spotify:track:1pbyc2rbpwxZjCbKC2X7UV"
0.538,3.45e-06,0.134,0.424,335146,"A Place With No Name",59,"2014-05-09","spotify:track:35SI5zFEhOeo4XDBMwS41S"
0.684,0.028,0.306,0.716,378946,"Tarzan Boy",71,"1985-01-01","spotify:track:273uCXd7NPrInaiNqtkOrA"
0.171,0.962,0.262,0.0796,197213,"Portals",62,"2019-04-26","spotify:track:0OVtnS3l4vThGxkdqCxN6K"
0.761,0.000426,0.0685,0.91,215173,"Raspberry Beret",72,"1985-04-22","spotify:track:5jSz894ljfWE0IcHBSM39i"
0.767,0,0.406,0.824,195333,"Juice",0,"2019-01-04","spotify:track:0onslUNmSLDkuYaideYWir"
0.671,0,0.103,0.462,248440,"Under Pressure - Remastered 2011",82,"1982-05-03","spotify:track:2fuCquhmrzHpu5xcA1ci9x"
0.373,0.00092,0.983,0.139,390407,"Where The Streets Have No Name - Live",48,"1987-03-03","spotify:track:7zNI77Hq75Ne7JQg2efwAs"
0.618,0.00558,0.971,0.408,373248,"Sledgehammer - Live",28,"2019-02-08","spotify:track:6bsd6Qd9igAwKerrqKePwt"
0.688,0.127,0.169,0.53,210520,"Million Dollar",35,"2019-02-22","spotify:track:74XPovdnjquagIpMD93tcY"
0.702,2.47e-05,0.15,0.741,246000,"Kwijt",19,"2019-01-25","spotify:track:3sysb1FYBXjBdg6uGgd0pF"
0.534,0.00826,0.0781,0.56,215266,"Steady, As She Goes",0,"2006-05-15","spotify:track:2VAlwOewe5c40VHyqozF1V"
0.74,0.00152,0.0785,0.825,285426,"The Riddle",68,"2006-01-10","spotify:track:0ZqveF2rEFlz2oqF2xrriP"
0.829,5.83e-06,0.122,0.758,215506,"Baby I'm Yours",72,"2012-09-17","spotify:track:0tZkVZ9DeAa0MNK2gY5NtV"
0.6,0,0.125,0.58,253533,"I Got 5 On It",75,"1995-01-01","spotify:track:4IYKjN1DrYzxKXt0umJqsG"
0.637,0,0.345,0.519,352293,"Jeanny",44,"1999-01-25","spotify:track:5T0FdfvcOuzsRsQhcbWAH8"
0.533,0.00894,0.979,0.285,345000,"While My Guitar Gently Weeps - Live",42,"2003-03-25","spotify:track:1xzdBKqinf0UA9HuyJQSBA"
0.51,0.000398,0.644,0.621,260440,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 1999 Remaster",60,"1999-10-12","spotify:track:6YEOmCsXSk9ZPE0FkcCiuQ"
0.451,0.0049,0.361,0.172,302840,"Kids",80,"2007-12-14","spotify:track:1jJci4qxiYcOHhQR247rEU"
0.54,0.0884,0.0789,0.656,197755,"Één nacht eeuwigheid",26,"2019-01-04","spotify:track:3lwqVA2xoPLkcpzzBxCu5g"
0.746,0.000865,0.0494,0.94,255333,"Dolce Vita (Album Vers.)",0,"2006-05-02","spotify:track:3YlGCKFKFpTCMHhwswwvX1"
0.878,0,0.113,0.639,157066,"Old Town Road (feat. Billy Ray Cyrus) - Remix",11,"2019-04-05","spotify:track:6u7jPi22kF8CTQ3rb9DHE7"
0.547,0,0.186,0.446,52973,"""I Never Knew Music Could Be Like That""",12,"2019-08-09","spotify:track:3FhKbDODppuPMNpb0YAe0U"
0.27,2.05e-05,0.116,0.606,269920,"Born to Run",74,"1975-08-25","spotify:track:6hTcuIQa0sxrrByu9wTD7s"
0.541,1.55e-06,0.0933,0.73,289586,"So Lonely",68,"1978-11-02","spotify:track:2wnsBaxrmkthIFAm6vqCuX"
0.456,0.000207,0.0853,0.508,428133,"Blinded by the Light",62,"1976-08-27","spotify:track:3u2s7Dppp5ID2MxKnqxFyh"
0.543,0,0.256,0.468,180943,"Pinball Wizard",71,"1969-05-23","spotify:track:6LbbHFEajG9e4m0G3L47c4"
0.293,4e-06,0.0899,0.513,386360,"It's Late - Remastered 2011",57,"1977-10-28","spotify:track:08xlLweLEvZYaKgD1SFhJc"
0.549,0,0.411,0.912,199506,"Bang On The Piano",16,"2008-05-05","spotify:track:5CGlxWYSekdZyoRi0fTIN5"
0.524,0.00114,0.631,0.446,308706,"The River - Live at Madison Square Garden, New York City, NY - September 1979",22,"2019-08-09","spotify:track:20SgGzey57sSXEAJHG9fcU"
0.574,0,0.121,0.978,254733,"Glory Days",71,"1984-06-04","spotify:track:2Y90nL1ohB4sgYELDs7uNx"
0.755,1.1e-05,0.173,0.796,152386,"Van de DUO naar de Dealer",28,"2018-08-20","spotify:track:4FSgstAJAVWoMBe660HWn7"
0.731,0,0.214,0.958,236920,"Don't You Want Me",77,"1981","spotify:track:3L7RtEcu1Hw3OXrpnthngx"
0.701,0.13,0.1,0.562,194087,"bad guy",90,"2019-03-29","spotify:track:2Fxmhks0bxGSBdJ92vM42m"
0.516,0,0.127,0.866,182386,"Good Thing",47,"2019-07-26","spotify:track:0gl74IvGW0tzX1Cw15Thic"
0.867,0,0.279,0.67,304600,"No Diggity",77,"1996-09-09","spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ"
0.321,1.65e-06,0.964,0.228,192487,"Feeling Good - Live",36,"2001","spotify:track:75aNV4p8739VtOT6ZyEyP3"
0.712,0,0.356,0.895,287733,"We Didn't Start the Fire",77,"1989-10-17","spotify:track:3Cx4yrFaX8CeHwBMReOWXI"
0.49,0.484,0.092,0.435,371413,"Heroes - 2017 Remaster",78,"1977","spotify:track:7Jh1bpe76CNTCgdgAdBw4Z"
0.617,0.925,0.128,0.152,127920,"Intro",62,"2009-08-16","spotify:track:0bXpmJyHHYPk6QBFj25bYF"
0.503,0.00149,0.557,0.282,197533,"Orphans",27,"2019-11-22","spotify:track:6qQErqahQ4YWT841F7dV56"
0.644,0,0.252,0.903,268283,"Meisjes",38,"1990-01-01","spotify:track:27RqSO8dSs0P1zF0rld2wQ"
0.456,0,0.21,0.313,189132,"Into the Unknown - Panic! At The Disco Version",74,"2019-11-15","spotify:track:421eObjg0DTm2qajJl5OJm"
0.398,0,0.241,0.835,216306,"The Night Pat Murphy Died",49,"2007-01-12","spotify:track:41XJjdYOVA1A35tPFLI6zA"
0.478,1.23e-06,0.653,0.284,279253,"Western Stars - Film Version",42,"2019-10-25","spotify:track:6J9MUDZ96r7m1LdevPehIH"
0.358,4.96e-06,0.0742,0.498,254426,"Malle Babbe",49,"2007-01-01","spotify:track:1VU0IOYvnK7392tq5rnHTn"
0.586,9.35e-05,0.642,0.326,273013,"It Might Be Time",1,"2019-10-28","spotify:track:2P0NiuAfypaw5UZJoo0n0o"
0.323,0,0.373,0.609,306520,"Rose Tattoo",59,"2013-01-08","spotify:track:4bLKGUkVRxIyrN1770DdDm"
0.752,0,0.103,0.324,209407,"Stop This Flame",69,"2020-01-09","spotify:track:1bObrsJGW0UCIGZkvnDqbe"
0.578,0,0.114,0.485,222533,"Het allerlaatste liedje",38,"2019-11-27","spotify:track:15cvsPjI95nOv75rBzZ58d"
0.742,0,0.689,0.476,262500,"Revenge - Remix",64,"2019-08-14","spotify:track:2GO3CaepDf3I1UcdPNCWbv"
0.597,0.246,0.162,0.266,204677,"California Dreamin - Calvo Remix",33,"2016-02-03","spotify:track:7eVAUsKOsA7mFM9lT2ON6C"
0.617,0.0701,0.0918,0.446,236150,"Narcotic - Radio Edit",70,"1998-07-10","spotify:track:1H5VQuShs4qfwBXyHF0PeH"
0.672,3.43e-06,0.115,0.883,112706,"Rip It Up",46,"1956-10-19","spotify:track:242E7zj2wWWegVlurGpaVz"
0.57,1.4e-05,0.411,0.965,250612,"Geen Centen Maar Spullen",44,"2020-01-16","spotify:track:0Qrjuh29T0SIJdjgcDuTK5"
0.729,4.45e-05,0.443,0.84,352906,"When Doves Cry",73,"1984-06-25","spotify:track:51H2y6YrNNXcy3dfc3qSbA"
0.547,7.69e-05,0.107,0.735,209760,"Burning Love - with The Royal Philharmonic Orchestra",50,"2015-10-30","spotify:track:7E6IYKyvJ7dfYl3iTRmozl"
0.531,0,0.364,0.947,159466,"Angela",0,"2020-02-14","spotify:track:0hehppUvoxWAwEpsjj31h8"
0.352,0,0.0987,0.239,222106,"Mr. Brightside",41,"2004-06-07","spotify:track:7d8GetOsjbxYnlo6Y9e5Kw"
0.604,0.812,0.0625,0.388,243266,"Children",69,"1996-07-11","spotify:track:4wtR6HB3XekEengMX17cpc"
0.282,0.00774,0.473,0.424,41000,"IK WEET NIET MEER WAAR IK WAS OP 9/11",22,"2020-06-26","spotify:track:1REtQeTZmWZB1nlf0lnfag"
0.554,2.28e-05,0.407,0.964,181906,"Never Be Clever",41,"2017-11-10","spotify:track:7iNGlOmN79E1AcX9u2WVlr"
0.412,0,0.232,0.553,248466,"Steal My Sunshine",57,"1999","spotify:track:2GRnDQCkcN6BoujfUgywOW"
0.433,9.18e-05,0.983,0.522,192666,"Fire - Live at the Winterland, San Francisco, CA - December 1978",43,"1986-11-10","spotify:track:7lqDKfbqbWpDvoPPxz6xTN"
0.438,9.96e-05,0.0874,0.682,193200,"Alles Is Gezegend",45,"2020-04-01","spotify:track:0aKpOyXZ9AbaBfDs4eVc0y"
0.611,0.787,0.164,0.386,384906,"Calling Elvis",57,"1991-09-10","spotify:track:5g6o2ZEegnAI3MczbwZaTZ"
0.71,0.000128,0.308,0.87,185413,"Bossa Nova Baby - Viva Mix",0,"2014-05-30","spotify:track:5i5znXog8W2D6zCfmUdy3x"
0.674,0.000153,0.0779,0.177,202144,"Colours & Lights - Clément Leroux Remix",23,"2019-12-20","spotify:track:03fq4VKSchqtYfZsmE4C96"
0.489,0.00635,0.267,0.461,225440,"Here Is the News",46,"1981-08-01","spotify:track:4zfAmSIRwnzMp7dJo9BFEV"
0.483,0.000142,0.257,0.42,261093,"The Man Who Sold The World",76,"1994-11-01","spotify:track:15VRO9CQwMpbqUYA7e6Hwg"
0.865,0,0.224,0.331,268826,"Changes",67,"1998-01-01","spotify:track:1ofhfV90EnYhEr7Un2fWiv"
0.749,0.0152,0.0937,0.67,228040,"Lalala",0,"2017-08-25","spotify:track:3BX5cNtw2URyp4nNLyWJyN"
0.561,0.0556,0.0583,0.216,208261,"Villa Volta",43,"2017-01-18","spotify:track:3wCThJVl5Qv1ucPGGGcEw7"
0.679,0.0119,0.124,0.776,247010,"Living In A Ghost Town",67,"2020-04-23","spotify:track:5RrrQhJKKKMJt3wB5n2N3t"
0.749,0.0237,0.0892,0.678,166213,"Bad Ideas",54,"2016-07-15","spotify:track:0uNU2DnGjyjzqeaK3z5rSi"
0.775,0.0376,0.152,0.875,295066,"Gloria",67,"1995-06-06","spotify:track:15ob9SMGLWrexuPuyuMjKl"
0.913,0.00349,0.078,0.973,272133,"Push It",69,"1986-12-08","spotify:track:6sT9MWlJManry3EQwf4V80"
0.471,0.0434,0.112,0.612,194573,"Scarlet - The Killers & Jacques Lu Cont Remix",25,"2020-08-28","spotify:track:49iuUFnj8yv6RMVL10rKol"
0.583,0.000616,0.064,0.532,309533,"Pamela",56,"1988-03-01","spotify:track:3LFdvM7nIV8t02zyhYLvJo"
0.546,0,0.0972,0.146,285653,"Wake Me up When September Ends",78,"2004-09-21","spotify:track:3ZffCQKLFLUvYM59XKLbVm"
0.444,0.132,0.352,0.0875,208155,"my future",84,"2020-07-30","spotify:track:2ygvZOXrIeVL4xZmAWJT2C"
0.796,0.00891,0.0317,0.965,231153,"Baby Girl",20,"2020-06-12","spotify:track:2beFPBRYI7xiYzNVa2NySH"
0.731,0.35,0.133,0.661,239266,"Is It True",48,"2020-08-21","spotify:track:2zWtoPb6Xy3xZQ7o3ImBri"
0.822,0.000144,0.0717,0.856,221708,"Ja Ja Nee Nee",49,"2020-08-21","spotify:track:6UjBPdD3La0j1JTaT7R6fK"
0.546,8.69e-05,0.113,0.489,295493,"Letter To You",58,"2020-09-10","spotify:track:3fXP54Fi7oftEe9wIZq2dq"
0.397,0.232,0.856,0.941,319666,"I Washed My Hands In Muddy Water",26,"2020-08-07","spotify:track:6lF5kpCwbO9lkVND4vBiOz"
0.655,0.00252,0.694,0.773,227500,"Crash & Burn",2,"2020-07-31","spotify:track:2sJq1oaFSNIZTbQUnLNJiG"
0.38,1.2e-05,0.156,0.604,142125,"AUATC",67,"2020-08-05","spotify:track:2X1PJ3l0wM4D42EiEdVh5W"
0.855,0.00735,0.09,0.394,188000,"André Kuipers",33,"2019-05-13","spotify:track:2D2Bre92g3MOepsbnu8zhO"
0.656,0.02,0.151,0.607,246000,"Dying Breed",59,"2020-08-21","spotify:track:0SieiDcGvj8cZ0K4hcT3Zd"
0.848,0.00451,0.142,0.932,160692,"Broke",48,"2020-08-28","spotify:track:1AMVkPFvUC9pHtfTPjpjmB"
0.823,0,0.0621,0.658,228504,"All Bad (feat. Anderson .Paak)",58,"2020-08-21","spotify:track:3w11abq9POHzWef5Hz1LDI"
0.704,0.00101,0.152,0.667,163149,"Turntables (from the Amazon Original Movie ""All In: The Fight for Democracy"")",58,"2020-09-08","spotify:track:1K6s5g4URy2UfS4HNBPhGY"
0.605,0.224,0.209,0.961,216440,"Teken aan de Wand",10,"2020-10-16","spotify:track:6S5jCYCkEirTGtPbtJ0Nx5"
0.303,0.000548,0.118,0.567,213586,"The Weight",60,"2020-10-01","spotify:track:0Ahjn5HJRCiMtqaXYLcltf"
0.582,0.00297,0.241,0.507,221388,"Get It Back",49,"2020-10-11","spotify:track:6rT2aU4P6l0NL4yr2lEwUr"
0.403,4.74e-05,0.119,0.148,200661,"Let Me Love You Like A Woman",76,"2020-10-16","spotify:track:4HvE2E9rXJDcQhE4YfeNuG"
0.645,0.000838,0.0814,0.662,174693,"Wicked Weed",18,"2006","spotify:track:6Cd36Sl4vCfKsU5ohTk8kY"
0.749,0,0.0756,0.552,182631,"Forever Yours",67,"2020-10-08","spotify:track:228SCNyICAP1THsuLdzLW4"
0.532,0.003,0.277,0.689,307810,"Yes You Do - single edit",41,"2020-10-30","spotify:track:6yXI2mF8MOYeG6nFjeWnzy"
0.229,1.67e-06,0.365,0.268,222893,"Wild Child (with Tom Morello)",57,"2020-10-16","spotify:track:0sjOX1TrYGzbieHCizRiN2"
0.476,0.0436,0.872,0.522,297110,"Honky Tonk Women - Live",32,"2016-11-11","spotify:track:5xysTyNKpX7HnUykxNP0fb"
0.75,3.65e-05,0.117,0.94,181028,"The Valley of The Pagans (feat. Beck)",69,"2020-10-23","spotify:track:3oP3Tfn86FRmxAGsV0TqCp"
